"UNIT_NAME","UNIT_ORDER","FIELD","UNIT_ACRES","OPERATOR_NAME","FORMATION","LUW_CODE","DISSOLVED_","TERMINATED"
"HA RA SU115","501-G-48","Converse","1280.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU107","501-G-48","Converse","1280.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU70","496-L-26","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUG","1529-A-1","Madden Branch","640.0","JW Operating Company","Haynesville",,,
"HA RA SUH","1529-A-1","Madden Branch","640.0","JW Operating Company","Haynesville",,,
"HA RA SUI","1529-A-1","Madden Branch","640.0","JW Operating Company","Haynesville",,,
"HA RA SUYY","496-L-21","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUZZ","496-L-21","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUXX","496-L-21","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU113","501-G-47","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUZZ","501-G-11","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUAA","289-R-13","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUR","289-R-7","Bethany_Longstreet","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SUS","289-R-7","Bethany_Longstreet","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SUT","289-R-7","Bethany_Longstreet","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SUQ","289-R-7","Bethany_Longstreet","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SUNN","948-C-13","Redoak Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUHH","948-C-11","Redoak Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUJJ","948-C-10","Redoak Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUKK","948-C-10","Redoak Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUII","948-C-10","Redoak Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUM","1165-K-4","San Miguel Creek","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUN","1407-C-2","Liberty","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUV","1490-C-9","Alabama Bend","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUX","287-F-7","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUZZ","990-D-7","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUMM","501-G-5","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUMM","501-G-5","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU128","361-L-102","Elm Grove","640.0","JW Operating Company","Haynesville",,,
"HA RA SU65","109-X-115","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU67","109-X-115","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU69","109-X-115","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU70","109-X-115","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUVV","109-X-75","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU73","109-X-115","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU72","109-X-115","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUCC","628-B-11","Zwolle","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUZ","691-C-16","Swan Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU68","501-G-32","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU69","501-G-32","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU106","501-G-44","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU105","501-G-44","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU104","501-G-44","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU108","501-G-46","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU103","501-G-45","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU114","501-G-45","Converse","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU101","501-G-43","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU100","501-G-43","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU68","496-L-24","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUXX","287-F-28","Lake Bistineau","640.0","QEP Energy Company","Haynesville",,,
"HA RA SUYY","287-F-28","Lake Bistineau","640.0","QEP Energy Company","Haynesville",,,
"HA RA SU58","92-N-28","Spider","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU65","8-N-19","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SU64","8-N-19","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SU63","8-N-19","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,"Y",
"HA RA SUUU","8-N-17","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,"Y",
"HA RA SUWW","8-N-17","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,"Y",
"HA RA SUYY","8-N-17","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,"Y",
"HA RA SUZZ","8-N-17","Sligo","640.0","BEUSA Energy, Inc.","Haynesville",,"Y",
"HA RA SU59","109-X-110","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU60","109-X-110","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU64","109-X-110","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU57","109-X-110","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU63","109-X-110","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU62","109-X-110","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU56","109-X-110","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU70","501-G-29","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU97","109-X-102","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU76","109-X-120","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU89","109-X-119","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUBB","948-C-14","Redoak Lake","540.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU57","92-N-27","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUW","967-C-15","Cedar Grove","558.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU134","361-L-103","Elm Grove","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUL","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUK","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUJ","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUH","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUI","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUO","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUN","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUM","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUQ","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUP","628-B-3","Zwolle","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU79","501-G-30","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU80","501-G-30","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU72","501-G-30","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU67","501-G-30","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU64","501-G-30","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU65","501-G-30","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU66","501-G-30","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU88","501-G-31","Converse","960.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUCC","909-H-16","Gahagan","1090.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUBB","909-H-16","Gahagan","704.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUDD","909-H-16","Gahagan","789.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUEE","909-H-16","Gahagan","1009.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUEE","109-X-33","Red River_Bull Bayou","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RB SUFF","109-X-33","Red River_Bull Bayou","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RB SUHH","109-X-33","Red River_Bull Bayou","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RB SUGG","109-X-33","Red River_Bull Bayou","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUQQ","955-J-20","Grogan","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUQQ","948-C-16","Redoak Lake","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU77","109-X-147","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUZ","967-C-18","Cedar Grove","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU156","191-H-104","Caspiana","640.0",,"Haynesville",,,
"HA RA SU111","270-MM-66","Greenwood-Waskom","640.0","Nadel and Gussman N.V., LLC","Haynesville",,,
"HA RA SUJJ","1513-B-14","Bayou San Miguel","640.0","Vine Oil & Gas, LP","Haynesville",,,
"HA RA SU160","191-H-137","Caspiana","640.0",,"Haynesville",,,
"HA RA SU61","28-AA-41","Logansport","640.0",,"Haynesville",,,
"HA RA SU62","28-AA-41","Logansport","640.0",,"Haynesville",,,
"HA RA SU114","270-MM-68","Greenwood_Waskom","640.0",,"Haynesville",,"Y",
"HA RA SURR","955-J-24","Grogan","640.0","Brix Operating LLC","Haynesville",,,
"HA RA SU68","8-N-30","Sligo","640.0",,"Haynesville",,,
"HA RA SU67","8-N-30","Sligo","640.0",,"Haynesville",,,
"HA RA SU70","8-N-32","Sligo","640.0",,"Haynesville",,,
"HA RA SU121","361-L-88","Elm Grove","621.0",,"Haynesville",,,
"HA RA SU139","361-L-147","Elm Grove","640.0","BHP Billiton Petroleum (WSF), Inc.","Haynesville",,,
"HA RA SU140","361-L-147","Elm Grove","640.0","BHP Billiton Petroleum (WSF), Inc.","Haynesville",,,
"HA RA SU141","361-L-147","Elm Grove","640.0","BHP Billiton Petroleum (WSF), Inc.","Haynesville",,,
"HA RA SU142","361-L-147","Elm Grove","640.0","BHP Billiton Petroleum (WSF), Inc.","Haynesville",,,
"HA RA SUAA","955-J-10","Grogan","640.0",,"Haynesville",,,
"HA RA SUT","1186-C-6","Carroll Creek","640.0",,"Haynesville",,,
"HA RA SU104","270-MM-63","Greenwood_Waskom","640.0","Comstock Oil & Gas_Louisiana, LLC","Haynesville",,,
"HA RA SUWW","1165-K-12","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SUUU","1165-K-12","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SU143","361-L-187","Elm Grove","640.0",,"Haynesville",,,
"HA RA SUMM","955-J-17","Grogan","640.0",,"Haynesville",,,
"HA RA SUJ","13-L-6","Shreveport","640.0",,"Haynesville",,,
"HA RA SUI","13-L-6","Shreveport","1280.0",,"Haynesville",,"Y",
"HA RA SUTT","955-J-29","Grogan","640.0",,"Haynesville",,,
"HA RA SUU","8-N-20","Sligo","815.0",,"Haynesville",,,
"HA RA SU157","191-H-118","Caspiana","640.0","Chesapeake","Haynesville",,,
"HA RA SUHH","909-H-32","Gahagan ","515.0","Vine Oil & Gas, LP","Haynesville",,,
"HA RA SU62","496-L-22","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUP","909-H-10","Gahagan","515.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUM","148-M-9","Sibley","640.0","BRIX Operating LLC","Haynesville",,,
"HA RA SU101","289-R-187","Bethany_Longstreet","640.0",,"Haynesville",,,
"HA RD SUGG","109-X-226","Red River - Bull Bayou","581.0",,"Haynesville Shale",,,
"HA RA SU98","501-G-54","Converse","640.0",,"Hayneville",,,
"HA RA SUBB","376-D-62","Kingston","640.0","GEP Haynesville, LLC","Haynesville",,,
"HA RA SU60","28-AA-30","Logansport","640.0",,"Haynesville",,,
"HA RA SUSS","28-AA-30","Logansport","640.0",,"Haynesville",,,
"HA RA SU63","28-AA-68","Logansport","640.0","XTO Energy Inc.","Haynesville",,,
"HA RA SU79","109-X-238","Red River-Bull Bayou","640.0",,"Haynesville",,,
"HA RA SU66","28-AA-75","Logansport","640.0",,"Haynesville",,,
"HA RA SU65","28-AA-74","Logansport","640.0",,"Haynesville",,,
"HA RA SU69","8-N-32","Sligo","640.0",,"Haynesville",,,
"HA RA SU55","92-N-26","Spider","640.0",,"Haynesville",,,
"HA RA SU56","92-N-26","Spider","640.0",,"Haynesville",,,
"HA RA SUS","342-K-8","Grand Cane","640.0",,"Haynesville",,,
"HA RA SU103","270-MM-63","Greenwood_Waskom","640.0","Comstock Oil & Gas_Louisiana, LLC","Haynesville",,,
"HA RA SU109","270-MM-65","Greenwood_Waskom","1720.0","Comstock Oil & Gas_Louisiana, LLC","Haynesville",,,
"HA RA SU98","289-R-118","Bethany_Longstreet","865.0",,"Haynesville",,,
"HA RA SU97","289-R-118","Bethany_Longstreet","865.0",,"Haynesville",,,
"HA RA SU99","289-R-118","Bethany_Longstreet","865.0",,"Haynesville",,,
"HA RA SUXX","1165-K-16","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SUBB","955-J-10","Grogan","640.0",,"Haynesville",,,
"HA RA SUYY","1165-K-16","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SUNN","955-J-16","Grogan","640.0",,"Haynesville",,"Y",
"HA RA SUC","855-E-21","North Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU69","289-R-119","Bethany_Longstreet","640.0","Chesapeake Operating Inc","Haynesville",,,
"HA RA SUP","700-G-8","Chemard Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUTT","28-AA-37","Logansport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU66","289-R-82","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU 112","270-MM-67","Greenwood-Waskom","640.0","EnSight IV Inergy Partners, LLC","Haynesville",,,
"HA RA SU 113","270-MM-67","Greenwood_Waskom","900.0","EnSight IV Energy Partners, LLC","Haynesville",,,
"HA RA SUCC","376-D-69","Kingston","640.0",,"Haynesville",,,
"HA RA SU127","270-MM-73","Greenwood_Waskom","1280.0",,"Haynesville",,,
"HA RA SU107","270-MM-61","Greenwood_Waskom","640.0",,"Haynesville",,,
"HA RA SU105","270-MM-61","Greenwood_Waskom","640.0",,"Haynesville",,,
"HA RA SU106","270-MM-61","Greenwood-Waskom","640.0",,"Haynesville",,,
"HA RA SU108","270-MM-61","Greenwood-Waskom","640.0",,"Haynesville",,,
"HA RB SU83","109-X-112","Red River - Bull Bayou","640.0",,"Haynesville",,,
"HA RA SU128","270-MM-73","Greenwood_Waskom","1655.08",,"Haynesville",,,
"HA RA SU124","270-MM-73","Greenwood-Waskom","1280.0",,"Haynesville",,,
"HA RA SU125","270-MM-73","Greenwood-Waskom","1280.0",,"Haynesville",,,
"HA RA SU126","270-MM-73","Greenwood_Waskom","1280.0",,"Haynesville",,,
"HA RA SU121","270-MM-73","Greenwood_Waskom","1280.0",,"Haynesville",,,
"HA RA SU122","270-MM-73","Greenwood_Waskom","640.0",,"Haynesville",,"Y",
"HA RA SU123","270-MM-73","Greenwood_Waskom","1720.0",,"Haynesville",,"Y",
"HA RA SU129","270-MM-73","Greenwood_Waskom","1600.0",,"Haynesville",,,
"HA RA SU115","270-MM-74","Greenwood_Waskom","1800.0",,"Haynesville",,,
"HA RA SUU","1186-C-10","Carroll Creek","485.0",,"Haynesville",,,
"HA RA SUTT","1165-K-12","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SUVV","1165-K-12","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SU144","361-L-193","Elm Grove","640.0",,"Haynesville",,,
"HA RA SUYY","122-Y-12","Caddo Pine Island","960.0",,"Haynesville",,,
"HA RA SUZZ","122-Y-12","Caddo Pine Island","960.0",,"Haynesville",,,
"HA RA SU53","122-Y-12","Caddo Pine Island","960.0",,"Haynesville",,,
"HA RA SU71","8-N-35","Sligo","1280.0",,"Haynesville",,,
"HA RA SU74","8-N-38","Sligo","960.0",,"Haynesville",,,
"HA RA SU75","8-N-38","Sligo","960.0",,"Haynesville",,,
"HA RA SU76","8-N-38","Sligo","1280.0",,"Haynesville",,,
"HA RB SU92","109-X-148","Red River - Bull Bayou","1280.0",,"Haynesville",,,
"HA RA SUQQ","270-MM-26","Greenwood Waskom","640.0",,"Haynesville",,"Y",
"HA RA SU80","8-N-49","Sligo","1280.0",,"Haynesville",,,
"HA RA SUO","148-M-16","Sibley","1280.0",,"Haynesville",,,
"HA RA SUSS","123-K-36","Longwood","640.0","Trinity Operating (USG), LLC","Hayensville",,,
"HA RA SUOO","123-K-34","Longwood","1280.0","Trinity Operating (USG), LLC","Haynesville",,,
"HA RA SUT","8-N-20","Sligo","560.0",,"Haynesville",,,
"HA RA SUS","8-N-20","Sligo","990.0",,"Haynesville",,,
"HA RA SUV","8-N-20","Sligo","960.0",,"Haynesville",,,
"HA RA SU55","1165-K-20","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SUZ","1243-C-9","King Hill","640.0",,"Haynesville",,,
"HA RA SUWW","955-J-40","Grogan","960.0",,"Haynesville",,,
"HA RA SUXX","955-J-40","Grogan","960.0",,"Haynesville",,,
"HA RA SU54","1165-K-18","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SU53","1165-K-18","San Miguel Creek","960.0",,"Haynesville",,,
"HA RA SUZZ","1165-K-18","San Miguel Creek","960.0",,"Haynesville",,,
"HA RA SU78","8-N-47","Sligo","1280.0",,"Haynesville",,,
"HA RA SU58","1165-K-26","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SU59","1165-K-26","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SU56","1165-K-28","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SU57","1165-K-28","San Miguel Creek","640.0",,"Haynesville",,,
"HA RA SUUU","955-J-39","Grogan","640.0",,"Hayneville",,,
"HA RA SUVV","955-J-39","Grogan","640.0",,"Haynesville",,,
"HA RA SU W","1243-C-5","King Hill","640.0",,"Haynesville",,,
"HA RA SU55","287-F-37","Lake Bistineau","640.0",,"Haynesville",,,
"HA RA SU64","28-AA-72","Logansport","460.0",,"Haynesville",,,
"HA RA SUVV","123-K-44","Longwood","1280.0","Trinity Operating (USG) LLC","Haynesville",,"y",
"HA RA SUXX","122-Y-10","Caddo Pine Island",,,"Haynesville",,,
"HA RA SU116","270-MM-75","Greenwood-Waskom","640.0",,"Haynesville",,,
"HA RA SU90","270-MM-59","Greenwood-Waskom","640.0",,"Haynesville",,,
"HA RA SURR","948-C-25","Redoak Lake","890.0",,"Haynesville",,,
"HA RA SUZZ","287-F-32","Lake Bistineau","1280.0","Comstock Oil & Gas-Louisiana, LLC","Haynesville",,,
"HA RA SU131","270-MM-84","Greenwood Waskom","1280.0",,"Haynesville",,,
"HA RA SU53","287-F-33","Lake Bistineau","640.0",,"Haynesville",,,
"HA RA SU54","287-F-33","Lake Bistineau","1280.0",,"Haynesville ",,,
"HA RA SUSS","948-C-32","Redoak Lake","1143.0",,"Haynesville",,,
"HA RA SUXX","123-K-48","Longwood","1280.0","Trinity Operating (USG) LLC","Haynesville",,,
"HA RA SUDD","123-K-13","Longwood","1280.0","Trinity Operating (USG), LLC","Haynesville",,"Y",
"HA RA SUEE","123-K-13","Longwood","1280.0","Trinity Operating (USG), LLC","Haynesville",,,
"HA RA SUFF","123-K-16","Longwood","1280.0","Trinity Operating (USG), LLC","Hayensville",,,
"HA RA SUGG","123-K-14","Longwood","640.0",,"Haynesville",,,
"HA RA SUHH","123-K-17","Longwood","1280.0",,"Haynesville",,,
"HA RA SUKK",,"Longwood","1280.0","Trinity Operating (USG), LLC","Haynesville",,,
"HA RA SUJJ","123-K-20","Longwood","1280.0","Trinity Operating (USG), LLC","Haynesville",,"Y",
"HA RA SUNN","123-K-23","Longwood","1280.0","Pine Wave Energy Partners Operating, LLC","Haynesville",,,
"HA RA SULL","123-K-23","Longwood","1280.0","Pine Wave Energy Partners Operating, LLC","Haynesville",,"Y",
"HA RA SUMM","123-K-23","Longwood","1280.0","Pine Wave Energy Partners Operating, LLC","Haynesville",,,
"HA RA SU132","270-MM-89","Greenwood Waskom","1280.0","Pine Wave Energy Partners Operatin, LLC","Haynesville",,,
"HA RA SUN","148-M-14","Sibley","1280.0","Comstock Oil & Gas-Louisiana LLC","Haynesville",,,
