"UNIT_NAME","UNIT_ORDER","FIELD","UNIT_ACRES","OPERATOR_NAME","FORMATION","LUW_CODE","DISSOLVED_","TERMINATED"
"HA RA SUW","1137-G-2","Martin","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUT","990-D-3","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUH","361-L-5","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUN","1199-E-1","Trenton","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU76","191-H-34","Caspiana","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUM","191-H-13","Caspiana","640.0","Stroud Petroleum, Inc.","Haynesville",,,
"HA RA SUHH","88-J-9","Holly","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUB","8-N","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SU61","990-D-13","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUR","109-X-37","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUM","855-E-4","North Grand Cane","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUF","813-B-3","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU138","191-H-68","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUP","498-B-3","Pleasant Hill","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU85","361-L-50","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SU77","191-H-34","Caspiana","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU73","361-L-59","Elm Grove","640.0","WSF, Inc.","Haynesville",,,
"HA RA SUM","270-MM-12","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUC","109-X-2","Red River_Bull Bayou","640.0","Long Petroleum, L.L.C.","Haynesville",,,
"HA RA SUA","122-Y","Caddo_Pine Island","640.0","Matador Production Company","Haynesville",,,
"HA RA SU134","191-H-67","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUV","496-L-5","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU75","990-D-23","Woodardville","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUA","191-H","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUH","501-G","Converse","1175.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RA SUE","289-R-3","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUB","909-H","Gahagan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUY","109-X-32","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUYY","270-MM-35","Greenwood_Waskom","860.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUE","540-C-1","Brushy Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RB SUK","109-X-17","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUNN","501-G-6","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUDD","1137-G-4","Martin","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUL","270-MM-11","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUKK","287-F-15","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUCC","92-N-11","Spider","640.0","Continental Resources, Inc.","Haynesville",,,
"HA RA SUI","361-L-5","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUFF","361-L-12","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUB","191-H-1","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","1243-C-1","King Hill","640.0","Anadarko Petroleum Corporation","Haynesville",,,
"HA RA SUXX","88-J-13","Holly","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUS","955-J-2","Grogan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUZZ","361-L-20","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUD","361-L-4","Elm Grove","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RA SUYY","289-R-29","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","498-B-1","Pleasant Hill","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU90","361-L-58","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU69","289-R-40","Bethany_Longstreet","912.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU104","361-L-62","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUL","123-K-4","Longwood","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SU91","361-L-57","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU116","191-H-64","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUA","251-G","Sentell","640.0","Southern Star Operating, Inc.","Haynesville",,,
"HA RA SUD","498-B-1","Pleasant Hill","640.0","SWEPI, L.P.","Haynesville",,,
"HA RD SUBB","109-X-65","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUII","109-X-73","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUX","88-J-7","Holly","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUCC","289-R-18","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUK","1137-G","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUE","1199-E","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUB","540-C","Brushy Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RD SUCC","109-X-69","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUY","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUUU","191-H-22","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU54","990-D-8","Woodardville","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUA","376-D","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUO","8-N-2","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUHH","270-MM-20","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SULL","361-L-22","Elm Grove","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUA","813-B","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUQQ","501-G-8","Converse","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUU","990-D-3","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RB SUM","109-X-12","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU62","191-H-35","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SULL","289-R-28","Bethany_Longstreet","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU64","990-D-14","Woodardville","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUHH","191-H-17","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUF","1490-C","Alabama Bend","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SUFF","8-N-7","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUB","1137-G","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUEE","994-D-10","Johnson Branch","596.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUB","917-L","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUC","628-B","Zwolle","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUP","917-L-5","Bracky Branch","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUJ","1407-C","Liberty","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SU62","109-X-49","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUL","1137-G","Martin","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUAA","123-K-7","Longwood","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUJJ","270-MM-36","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUE","572-B-3","Ten Mile Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUF","498-B-1","Pleasant Hill","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUH","994-D-1","Johnson Branch","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SU67","289-R-47","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUA","1505-C","Dixie","682.0","Nadel & Gussman-Jetta Operating Company","Haynesville",,,
"HA RA SUS","88-J-5","Holly","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUEE","8-N-6","Sligo","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUCC","88-J-9","Holly","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUN","123-K-4","Longwood","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUA","1145-B-1","Thorn Lake","640.0","Stroud Petroleum, Inc.","Haynesville",,,
"HA RA SUL","496-L-3","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUK","28-AA-3","Logansport","640.0","Franks Operating Company, L.L.C.","Haynesville",,,
"HA RA SUL","1407-C","Liberty","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SURR","289-R-25","Bethany_Longstreet","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUL","376-D-4","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RB SUW","109-X-20","Red River_Bull Bayou","642.0","Petrohawk Operating Company","Haynesville",,,
"HA RD SUG","109-X","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU82","289-R-52","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU53","990-D-8","Woodardville","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUCC","122-Y-6","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUD","13-L-2","Shreveport","650.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU87","191-H-47","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUO","691-C-8","Swan Lake","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUB","191-H-6","Caspiana","640.0","Matador Production Company","Haynesville",,,
"HA RA SUB","813-B-1","Metcalf","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUB","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUX","122-Y-5","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SU58","191-H-45","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUDD","361-L-66","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUFF","496-L-8","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUG","109-X-3","Red River_Bull Bayou","640.0","Pinnacle Operating Company, Inc.","Haynesville",,,
"HA RA SUA","628-B","Zwolle","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUE","994-D-1","Johnson Branch","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SUA","572-B","Ten Mile Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU79","191-H-31","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU119","191-H-60","Caspiana","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUA","1158-C","Alpha","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUV","88-J-7","Holly","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUAA","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU68","990-D-18","Woodardville","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUO","270-MM-8","Greenwood_Waskom","640.0","Encore Operating Louisiana, L.L.C.","Haynesville",,,
"HA RA SUV","270-MM-13","Greenwood_Waskom","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUJ","967-C-3","Cedar Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUAA","88-J-6","Holly","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUNN","361-L-22","Elm Grove","860.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUAA","287-F-8","Lake Bistineau","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUB","122-Y-1","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUB","1158-C","Alpha","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUM","312-G-2","Belle Bower","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SUS","123-K-4","Longwood","610.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUJ","955-J-1","Grogan","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUF","8-N-1","Sligo","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUM","994-D-1","Johnson Branch","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RB SUTT","109-X-54","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SURR","994-D-23","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU94","191-H-41","Caspiana","640.0","Palmer Petroleum, Inc.","Haynesville",,,
"HA RA SU79","289-R-49","Bethany_Longstreet","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUR","123-K-4","Longwood","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUNN","109-X-73","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU93","361-L-66","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU91","191-H-40","Caspiana","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUE","287-F-1","Lake Bistineau","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUGG","289-R-22","Bethany_Longstreet","640.0","XTO Energy, Inc.","Haynesville",,,
"HA RA SUZ","122-Y-5","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RD SUW","109-X-58","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU60","289-R-50","Bethany_Longstreet","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU68","361-L-39","Elm Grove","580.0","JW Operating Company","Haynesville",,,
"HA RA SUG","540-C-1","Brushy Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUC","1505-C","Dixie","640.0","Nadel & Gussman-Jetta Operating Company","Haynesville",,"y",
"HA RA SUP","270-MM-7","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUFF","990-D-5","Woodardville","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SUJ","1505-C","Dixie","640.0","Nadel & Gussman-Jetta Operating Company","Haynesville",,,
"HA RA SUX","109-X-38","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUE","628-B","Zwolle","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUO","123-K-4","Longwood","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUK","123-K-4","Longwood","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUDD","501-G-3","Converse","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUB","496-L-1","Benson","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUN","501-G","Converse","1696.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RA SUOO","270-MM-22","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUGG","28-AA-14","Logansport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU82","191-H-55","Caspiana","640.0","KCS Resources, L.L.C.","Haynesville",,,
"HA RA SUJ","1145-B-7","Thorn Lake","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUM","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUE","376-D","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RB SUK","191-H-26","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUFF","28-AA-12","Logansport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SUI","289-R-10","Bethany_Longstreet","640.0","Ark-La-Tex Energy, L.L.C.","Haynesville",,,
"HA RA SU54","270-MM-27","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUC","999-D","Jamestown","640.0","JW Operating Company","Haynesville",,,
"HA RA SUU","1145-B-9","Thorn Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RD SUE","109-X","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RB SUP","289-R-9","Bethany_Longstreet","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SULL","270-MM-21","Greenwood_Waskom","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RC SUK","109-X-9","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU86","289-R-52","Bethany_Longstreet","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUF","28-AA-1","Logansport","640.0","Indigo Minerals, L.L.C.","Haynesville",,,
"HA RA SUH","1505-C","Dixie","640.0","Nadel & Gussman-Jetta Operating Company","Haynesville",,,
"HA RA SUFF","270-MM-17","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RC SUH","109-X-1","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUPP","122-Y-6","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUSS","289-R-25","Bethany_Longstreet","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SUP","28-AA-6","Logansport","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUH","287-F-5","Lake Bistineau","640.0","XTO Energy, Inc.","Haynesville",,,
"HA RA SUBB","361-L-10","Elm Grove","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUU","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUDD","191-H-16","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUU","270-MM-13","Greenwood_Waskom","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RA SUE","948-C-1","Redoak Lake","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUJJ","88-J-8","Holly","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUY","496-L-5","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RC SUT","109-X-59","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUFF","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUE","498-B-1","Pleasant Hill","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUE","1505-C","Dixie","685.0","Nadel & Gussman-Jetta Operating Company","Haynesville",,,
"HA RA SUK","813-B-12","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUC","813-B-2","Metcalf","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUOO","122-Y-6","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUFF","122-Y-6","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUJJ","496-L-8","Benson","640.0","Comstock Oil and Gas Louisiana, L.L.C.","Haynesville",,,
"HA RA SU83","289-R-51","Bethany_Longstreet","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUC","191-H-2","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUL","917-L-1","Bracky Branch","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville ",,,
"HA RA SUHH","122-Y-6","Caddo_Pine Island","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUP","287-F-6","Lake Bistineau","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUD","956-C","Haughton","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUH","289-R-3","Bethany_Longstreet","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUKK","361-L-37","Elm Grove","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SUK","990-D-2","Woodardville","640.0","Forest Oil Corporation","Haynesville",,,
"HA RA SUR","1199-E-7","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUU","376-D-8","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUF","956-C","Haughton","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUH","1513-B","Bayou San Miguel","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUM","376-D-5","Kingston","640.0","EXCO Production Company, L.P.","Haynesville",,,
"HA RA SUGG","990-D-5","Woodardville","640.0","Will-Drill Production Company, Inc.","Haynesville",,,
"HA RA SU110","191-H-52","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUB","1525-A","Mansfield","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUZ","270-MM-13","Greenwood_Waskom","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUH","1407-C","Liberty","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUR","955-J-2","Grogan","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUTT","270-MM-28","Greenwood_Waskom","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,,
"HA RA SUL","498-B-1","Pleasant Hill","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SUH","1525-A-4","Mansfield","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUV","109-X-38","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","496-L-3","Benson","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUQ","1243-C-1","King Hill","640.0","Anadarko Petroleum Corporation","Haynesville",,,
"HA RA SUV","855-E-14","North Grand Cane","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUKK","501-G-5","Converse","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SU115","191-H-64","Caspiana","640.0","Camterra Resources, Inc.","Haynesville",,,
"HA RA SUDD","498-B-5","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUA","498-B","Pleasant Hill","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","994-D-1","Johnson Branch","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RA SU61","270-MM-35","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUF","109-X-2","Red River_Bull Bayou","640.0","Long Petroleum, L.L.C.","Haynesville",,,
"HA RA SUD","148-M-2","Sibley","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUS","691-C-11","Swan Lake","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUI","955-J-1","Grogan","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,"Y",
"HA RB SUUU","109-X-60","Red River_Bull Bayou","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUWW","270-MM-28","Greenwood_Waskom","640.0","Goodrich Petroleum Company, L.L.C.","Haynesville",,"Y",
"HA RA SUA","92-N","Spider","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RB SU65","109-X-62","Red River_Bull Bayou","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SU67","191-H-39","Caspiana","640.0","KCS Resources, Inc.","Haynesville",,,
"HA RB SUMM","109-X-40","Red River_Bull Bayou","640.0","SWEPI, L.P.","Haynesville",,,
"HA RA SU62","361-L-33","Elm Grove","640.0","WSF, Inc.","Haynesville",,,
"HA RA SUNN","8-N-11","Sligo","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUMM","88-J-10","Holly","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SU120","191-H-65","Caspiana","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUGG","994-D-16","Johnson Branch","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUB","501-G","Converse","890.0","Eagle Oil and Gas Company","Haynesville",,,
"HA RA SUGG","92-N-14","Spider","640.0","BEUSA Energy, Inc.","Haynesville",,,
"HA RA SUN","191-H-14","Caspiana","640.0","Chesapeake Operating Inc.","Haynesville",,,
"HA RA SUHH","361-L-28","Elm Grove","640.0","Questar Exploration & Production Company","Haynesville",,,
"HA RA SU94","361-L-66","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RA SUB","251-G","Sentell","640.0","Southern Star Operating, Inc.","Haynesville",,,
"HA RA SUPP","501-G-8","Converse","960.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SUK","955-J-1","Grogan","640.0","Samson Contour Energy E&P, L.L.C.","Haynesville",,,
"HA RA SUG","1199-E","Trenton","640.0","EOG Resources, Inc.","Haynesville",,,
"HA RA SU86","361-L-53","Elm Grove","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUNN","289-R-30","Bethany_Longstreet","640.0","El Paso E&P Company, L.P.","Haynesville",,,
"HA RA SUK","994-D-1","Johnson Branch","640.0","Fossil Operating, Inc.","Haynesville",,,
"HA RD SUD","109-X","Red River_Bull Bayou","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SU58","270-MM-30","Greenwood_Waskom","640.0","Petrohawk Operating Company","Haynesville",,,
"HA RB SUEE","289-R-28","Bethany_Longstreet","640.0","Encana Oil and Gas USA Inc.","Haynesville",,,
"HA RA SUI","1243-C-1","King Hill","640.0","Anadarko Petroleum Corporation","Haynesville",,,
